1,5407.068926,0.376000013,0.021999999,2.25,1.4,0.139999992,70.4,0.04094,7.4,398.6
2,27665.9345,0.179394953,0.058254105,0.487077069,2.773040509,0.219347604,26.24464802,0.02888217,14.61591972,780.1790272
3,38663.05803,0.220392264,0.091156325,0.460219312,3.957263008,0.264189589,36.89969025,0.045558474,32.49806996,641.8517352
4,3465,0.218879997,0.088320002,0.432,3.776640015,0.25344001,33.95903906,0.044946816,33.92255859,640.8096094
5,90750.86193,0.201082438,0.077932383,0.495762762,3.412664423,0.242455207,35.11811445,0.026814398,22.66084777,574.753323
6,11366,0.122967032,0.052664115,0.340165101,2.465187675,0.161225127,23.96665847,0.015169695,20.16,1225.349819
7,272718.2947,0.197283303,0.066660498,0.60646692,2.766645858,0.105183471,11.48090464,0.042683982,11.34395242,623.5457131
8,118563.1845,0.251183693,0.097007063,0.563674163,3.755187978,0.13846875,16.61709014,0.065866969,49.42404543,835.4459301
9,490112.3189,0.07632933,0.042561572,0.471485383,2.163619735,0.100941622,12.17936834,0.030739511,7.27371296,583.8747457
10,1548834,0.073440916,0.054794574,0.563830791,2.642556659,0.076975914,8.011118558,0.048781974,8.278220132,586.7139962
11,55829.94561,0.211849274,0.112659566,0.673065096,3.599604922,0.1439074,15.14199846,0.061682512,22.6606242,798.6093524
12,18305.42536,0.635004591,0.064304602,1.542285269,4.308214591,0.214152717,7.27138741,0.073467555,12.39847675,503.0111624
13,0,0,0,0,0,0,0,0,0,0
14,4464.549861,0.304459661,0.041040424,1.458765012,2.384613787,0.114675582,10.06986264,0.045953696,14.44082388,321.4456431
15,25617.78065,0.381343322,0.10837784,0.737026489,3.159959672,0.10442166,3.854045399,0.094031209,23.97910298,474.4862289
16,5194.424564,0.326347958,0.111988421,0.703654452,3.010745281,0.161326159,12.49835358,0.027593125,20.62787287,638.9468218
17,465.2717188,0.246302185,0.037475419,0.379075801,3.17011612,0.184041238,12.38323744,0.023811281,5.311891759,572.4186094
18,12457.37907,0.611654626,0.096014815,1.105211312,3.899507548,0.142712895,7.558060489,0.060659703,65.22830844,172.2177567
19,1918672,0.021606761,0.244407444,0.521627409,4.249319519,0.044122489,3.576853229,0.104207247,5.562927026,288.5666586
20,2353.400009,0.01381652,0.166563721,0.592791166,2.342785065,0.003182931,9.055179701,0.003700676,7.017464085,188.1750318
21,9449926,0.0202075,0.117357261,0.473809791,3.17846977,0.027653035,5.802195649,0.064288094,6.217836075,532.5544641